ADP,Overall,Name,Position,Team,Times Drafted,Std. Dev,High,Low,Bye
14.01,157.1,Austin Hooper,TE,ATL,35,17.5,112,180,10
14.02,157.7,Benjamin Watson,TE,NO,26,20.2,115,180,6
14.02,158.4,Donte Moncrief,WR,JAX,34,18.7,111,190,8
14.02,158.4,Tyrod Taylor,QB,CLE,36,32.3,74,183,9
14.03,158.7,Carolina Defense,DEF,CAR,266,11.6,128,180,13
14.03,159.1,TJ Yeldon,RB,JAX,67,16.9,126,180,8
14.03,159.2,Mitch Trubisky,QB,CHI,86,14.2,122,186,11
14.04,159.9,Wil Lutz,PK,NO,136,5.0,146,179,6
14.04,160.1,Dede Westbrook,WR,JAX,144,18.4,112,179,8
14.04,160.3,Austin Ekeler,RB,LAC,136,16.8,116,190,6
14.04,160.4,Andy Dalton,QB,CIN,68,15.1,121,180,9
14.05,160.7,Chicago Defense,DEF,CHI,158,12.8,127,202,11
14.05,161.3,John Kelly,RB,LAR,35,13.7,135,188,9
14.06,162.0,Martavis Bryant,WR,LV,115,13.0,128,180,6
14.06,162.3,Frank Gore,RB,MIA,66,17.5,116,190,7
14.07,162.6,Danny Amendola,WR,MIA,57,16.7,119,182,7
14.07,162.8,Cleveland Defense,DEF,CLE,32,29.1,87,190,9
14.07,162.8,New England Defense,DEF,NE,288,11.8,132,180,5
14.07,163.0,Ricky Seals-Jones,TE,ARI,58,14.3,125,181,8
14.08,163.9,Tyrell Williams,WR,LAC,64,18.4,116,188,6
14.08,163.9,Pittsburgh Defense,DEF,PIT,245,14.2,126,186,4
14.08,164.2,Spencer Ware,RB,KC,86,16.6,121,193,10
14.08,164.4,Jake Elliott,PK,PHI,131,8.6,142,180,9
14.08,164.4,Case Keenum,QB,DEN,44,12.3,132,189,5
14.08,164.4,Jeremy Hill,RB,NE,20,14.5,126,180,5
14.09,164.5,Mike Gesicki,TE,MIA,28,17.4,119,183,7
14.09,164.7,Courtland Sutton,WR,DEN,82,15.0,125,192,5
14.10,165.5,Sam Darnold,QB,NYJ,21,12.6,132,180,10
14.10,166.1,Christian Kirk,WR,ARI,45,11.2,138,180,8
14.10,166.3,Chris Boswell,PK,PIT,123,14.2,129,180,4
14.10,166.4,Kansas City Defense,DEF,KC,31,7.6,151,179,10
14.10,166.5,Matt Bryant,PK,ATL,132,7.1,148,187,10
14.11,166.5,Atlanta Defense,DEF,ATL,121,8.6,145,192,10
14.11,167.1,Harrison Butker,PK,KC,129,7.6,147,187,10
14.11,167.4,Arizona Defense,DEF,ARI,75,10.9,139,182,8
14.12,168.2,Daniel Carlson,PK,LV,85,27.4,96,187,6
14.12,168.5,Rishard Matthews,WR,NYJ,52,11.2,139,190,10
15.02,169.8,Mason Crosby,PK,GB,135,8.1,148,182,5
15.02,170.3,Matt Prater,PK,DET,160,5.0,157,183,5
15.03,170.9,Detroit Defense,DEF,DET,31,7.2,152,179,5
15.03,171.4,Dan Bailey,PK,MIN,106,6.5,154,185,7
15.04,171.6,Sebastian Janikowski,PK,SEA,25,4.5,162,179,6
15.04,171.7,Brandon McManus,PK,DEN,37,3.7,162,179,5
15.04,172.2,Robbie Gould,PK,SF,143,4.9,159,183,11
15.05,172.7,Adam Vinatieri,PK,IND,78,5.2,159,182,7
15.07,175.2,Graham Gano,PK,CAR,46,5.7,163,199,13
