ADP,Overall,Name,Position,Team,Times Drafted,Std. Dev,High,Low,Bye
7.11,83.2,Jordan Reed,TE,WAS,153,9.8,59,115,8
7.12,84.2,Fred Jackson,RB,None,189,9.4,59,120,None
8.01,85.1,Knowshon Moreno,RB,MIA,202,9.3,60,104,7
8.01,85.2,Seattle Defense,DEF,SEA,293,11.5,55,101,6
8.01,85.5,Kelvin Benjamin,WR,CAR,260,8.5,63,104,13
8.03,87.3,Kendall Wright,WR,TEN,194,9.4,62,112,4
8.03,87.5,Cam Newton,QB,CAR,175,10.9,59,111,13
8.04,87.9,Dennis Pitta,TE,BAL,182,11.6,57,143,7
8.04,88.2,Stevan Ridley,RB,NE,174,9.8,63,124,5
8.06,89.7,Eric Decker,WR,NYJ,205,10.8,61,112,10
8.06,90.2,Carlos Hyde,RB,SEA,167,8.7,67,109,6
8.07,90.6,Greg Olsen,TE,CAR,178,12.5,58,127,13
8.08,92.1,Bernard Pierce,RB,BAL,101,11.2,63,135,7
8.10,94.2,Danny Woodhead,RB,LAC,119,9.8,68,111,6
8.11,94.7,Mark Ingram,RB,NO,133,7.8,74,110,6
8.12,96.3,Zach Ertz,TE,PHI,181,15.3,56,138,9
9.01,96.5,Colin Kaepernick,QB,SF,199,13.3,61,122,11
9.02,97.5,Riley Cooper,WR,PHI,153,10.7,69,115,9
9.02,97.7,Jeremy Hill,RB,LV,200,10.1,71,126,6
9.04,99.9,Sammy Watkins,WR,None,157,10.5,72,122,None
9.04,100.2,Robert Griffin III,QB,WAS,135,13.0,66,119,8
9.04,100.3,Justin Hunter,WR,TEN,205,9.3,76,121,4
9.07,103.1,Philip Rivers,QB,LAC,228,13.3,68,128,6
9.07,103.2,Devonta Freeman,RB,ATL,149,10.9,74,124,10
9.09,105.5,Mike Evans,WR,TB,206,9.2,81,126,13
9.10,105.9,Russell Wilson,QB,SEA,242,13.9,69,138,6
9.10,106.4,Rueben Randle,WR,NYG,182,10.9,77,132,11
9.12,108.1,Carolina Defense,DEF,CAR,111,12.8,74,130,13
9.12,108.2,Andre Williams,RB,NYG,121,8.1,87,132,11
10.01,109.4,Dwayne Bowe,WR,KC,119,9.6,84,131,10
10.04,111.7,Hakeem Nicks,WR,IND,118,10.1,85,134,7
10.05,112.7,Anquan Boldin,WR,SF,104,14.0,76,132,11
10.05,112.8,Terrance West,RB,CLE,134,10.2,86,147,9
10.05,113.2,Steve Smith,WR,BAL,118,9.7,87,158,7
10.06,113.7,DeAngelo Williams,RB,CAR,165,9.0,90,141,13
10.06,114.4,Denver Defense,DEF,DEN,82,7.3,95,135,5
10.10,117.6,DeAndre Hopkins,WR,HOU,147,11.0,88,137,8
10.10,117.8,Martellus Bennett,TE,CHI,214,16.4,75,156,11
10.10,118.2,Darren McFadden,RB,LV,151,16.7,74,145,6
11.01,120.9,New England Defense,DEF,NE,82,10.6,93,135,5
11.01,121.3,Andy Dalton,QB,CIN,156,14.6,83,166,9
11.03,122.9,Markus Wheaton,WR,PIT,155,9.2,99,141,4
11.04,123.7,Danny Amendola,WR,NE,106,9.3,99,141,5
11.05,124.7,Jordan Matthews,WR,PHI,128,10.0,98,156,9
11.05,125.0,Ben Roethlisberger,QB,PIT,131,10.9,96,146,4
11.06,125.8,Ahmad Bradshaw,RB,IND,149,11.5,95,148,7
11.06,126.1,Jarrett Boykin,WR,GB,102,9.6,101,148,5
11.06,126.4,Khiry Robinson,RB,NO,88,12.4,94,154,6
11.07,126.6,LA Rams Defense,DEF,LAR,96,9.0,103,143,9
11.10,129.8,LeGarrette Blount,RB,PIT,137,10.2,107,150,4
11.10,129.8,Carson Palmer,QB,ARI,104,10.6,102,147,8
11.11,130.5,Cincinnati Defense,DEF,CIN,82,9.3,106,158,9
11.11,131.2,Cecil Shorts,WR,JAX,115,9.0,107,144,8
11.12,132.4,Shonn Greene,RB,TEN,147,12.3,101,165,4
12.02,134.2,Ladarius Green,TE,LAC,192,15.8,93,167,6
12.07,138.6,Arizona Defense,DEF,ARI,82,8.5,119,162,8
12.07,138.9,Antonio Gates,TE,LAC,134,23.3,78,176,6
12.07,139.2,Stephen Gostkowski,PK,NE,238,18.6,90,160,5
12.07,139.2,Chris Ivory,RB,NYJ,123,13.9,103,171,10
12.10,142.2,Jonathan Stewart,RB,CAR,138,17.3,100,180,13
12.11,142.5,Heath Miller,TE,PIT,197,20.4,89,180,4
12.11,142.9,Kansas City Defense,DEF,KC,89,12.7,111,179,10
12.12,143.9,Aaron Dobson,WR,NE,77,18.7,95,180,5
12.12,143.9,Christine Michael,RB,SEA,98,13.8,107,175,6
13.03,146.6,Houston Defense,DEF,HOU,79,18.3,99,179,8
13.05,149.3,Steven Hauschka,PK,SEA,129,11.9,118,162,6
13.06,149.8,Knile Davis,RB,KC,121,14.8,111,176,10
13.06,149.9,Charles Clay,TE,MIA,119,22.5,96,180,7
13.06,150.4,Eric Ebron,TE,DET,103,18.9,104,180,5
13.07,150.5,Kenny Britt,WR,LAR,88,16.7,107,179,9
13.07,150.6,Justin Tucker,PK,BAL,79,15.7,109,163,7
13.09,153.3,Miles Austin,WR,CLE,81,14.2,116,176,9
13.10,153.9,Lance Dunbar,RB,DAL,81,13.9,117,179,10
13.10,154.2,Travis Kelce,TE,KC,120,17.8,107,180,10
13.10,154.3,Tavon Austin,WR,LAR,99,15.0,115,178,9
13.11,155.3,Ronnie Hillman,RB,DEN,101,16.4,112,179,5
14.02,157.9,Doug Baldwin,WR,SEA,76,17.7,111,180,6
14.04,159.7,Tampa Bay Defense,DEF,TB,90,13.1,125,180,13
14.04,160.5,New Orleans Defense,DEF,NO,111,12.6,128,180,6
