ADP,Overall,Name,Position,Team,Times Drafted,Std. Dev,High,Low,Bye
9.07,102.8,Eddie Royal,WR,DEN,140,11.5,72,128,5
9.09,105.4,Zach Miller,TE,LV,380,18.2,58,154,6
9.10,105.7,Green Bay Defense,DEF,GB,130,11.7,75,123,5
9.11,107.0,Fred Jackson,RB,None,97,9.8,86,139,None
10.01,108.9,Darren McFadden,RB,LV,235,14.8,70,163,6
10.02,110.1,Darren Sproles,RB,LAC,112,20.4,56,150,6
10.02,110.1,Donovan McNabb,QB,WAS,161,12.3,78,132,8
10.03,110.8,San Francisco Defense,DEF,SF,234,8.8,87,131,11
10.03,110.8,Lee Evans,WR,None,288,13.6,75,142,None
10.04,111.5,Ben Roethlisberger,QB,PIT,358,11.8,80,146,4
10.05,113.0,Julian Edelman,WR,NE,72,12.2,81,130,5
10.05,113.4,Bernard Berrian,WR,MIN,352,13.3,78,146,7
10.06,113.8,Anthony Gonzalez,WR,IND,136,12.9,80,144,7
10.06,114.2,Steve Slaton,RB,HOU,58,14.7,76,158,8
10.07,115.3,Kellen Winslow,TE,TB,262,18.9,66,161,13
10.08,116.1,Devin Hester,WR,CHI,93,11.3,86,138,11
10.10,118.3,Mike Williams,WR,TB,440,15.1,79,153,13
11.02,122.0,Laurence Maroney,RB,DEN,164,16.5,79,162,5
11.02,122.3,Leon Washington,RB,SEA,190,14.4,85,170,6
11.03,122.7,Kenny Britt,WR,TEN,132,14.8,84,154,4
11.03,122.8,Pittsburgh Defense,DEF,PIT,189,14.2,85,167,4
11.03,123.4,Mohamed Massaquoi,WR,CLE,185,13.6,88,154,9
11.05,124.7,Jacoby Jones,WR,HOU,388,16.0,83,171,8
11.05,124.9,Joshua Cribbs,WR,CLE,60,17.0,80,149,9
11.05,125.3,Austin Collie,WR,IND,105,17.4,80,158,7
11.06,125.6,Matthew Stafford,QB,DET,271,13.0,91,156,5
11.06,126.4,Baltimore Defense,DEF,BAL,189,15.4,86,179,7
11.08,128.0,Sidney Rice,WR,MIN,198,18.4,80,161,7
11.08,128.4,Chester Taylor,RB,CHI,179,13.4,93,161,11
11.09,128.5,Chad Henne,QB,MIA,167,11.1,99,151,7
11.10,130.5,Nate Kaeding,PK,LAC,191,18.8,81,160,6
11.11,130.5,Alex Smith,QB,SF,117,14.6,92,157,11
12.02,133.9,Philadelphia Defense,DEF,PHI,274,14.7,97,176,9
12.05,136.6,Willis McGahee,RB,BAL,196,14.5,98,167,7
12.05,136.8,Golden Tate,WR,SEA,65,11.9,108,163,6
12.05,137.0,New Orleans Defense,DEF,NO,111,16.9,93,180,6
12.05,137.3,Jerricho Cotchery,WR,NYJ,55,19.0,87,172,10
12.06,138.5,Mason Crosby,PK,GB,163,17.5,92,161,5
12.07,138.5,John Carlson,TE,SEA,233,19.1,88,177,6
12.07,138.7,Vince Young,QB,TEN,99,12.7,106,166,4
12.08,139.8,Dexter McCluster,WR,KC,151,12.2,108,173,10
12.10,142.4,Demaryius Thomas,WR,DEN,50,14.5,104,165,5
12.11,143.0,Garrett Hartley,PK,NO,188,16.8,99,176,6
12.12,144.1,Mark Sanchez,QB,NYJ,42,15.9,102,178,10
13.01,144.5,Roy Williams,WR,DAL,75,16.5,101,178,10
13.01,144.8,Dustin Keller,TE,NYJ,152,25.1,79,180,10
13.01,144.9,Jeremy Shockey,TE,NO,123,31.5,63,180,6
13.02,145.7,Nate Burleson,WR,DET,118,14.5,108,175,5
13.02,145.9,Legedu Naanee,WR,LAC,178,14.1,109,180,6
13.02,146.3,Louis Murphy,WR,LV,23,29.6,79,172,6
13.03,146.9,Kevin Smith,RB,DET,87,16.8,103,180,5
13.03,147.0,Larry Johnson,RB,WAS,161,16.5,104,180,8
13.04,147.6,Kareem Huggins,RB,TB,62,29.7,70,180,13
13.04,147.6,Matt Cassel,QB,KC,93,13.8,111,178,10
13.04,147.9,Dallas Defense,DEF,DAL,156,14.9,112,180,10
13.04,148.0,Mike Williams,WR,SEA,135,17.5,102,180,6
13.06,149.6,Rob Gronkowski,TE,NE,49,28.3,76,180,5
13.06,149.8,Greg Olsen,TE,CHI,129,22.7,90,180,11
13.06,150.2,Bernard Scott,RB,CIN,192,17.2,105,180,9
13.07,150.8,Stephen Gostkowski,PK,NE,116,12.9,117,173,5
13.07,151.2,Fred Taylor,RB,NE,154,20.1,98,180,5
13.09,153.1,Jermaine Gresham,TE,CIN,171,21.9,96,180,9
13.09,153.4,Toby Gerhart,RB,MIN,121,18.6,105,180,7
13.10,154.1,Derek Anderson,QB,ARI,36,18.2,116,180,8
13.10,154.3,Heath Miller,TE,PIT,156,18.9,105,180,4
13.10,154.4,Mike Bell,RB,CLE,28,16.5,125,180,9
13.11,154.7,Devin Thomas,WR,WAS,43,16.7,111,176,8
13.11,154.8,Devery Henderson,WR,NO,42,20.2,102,180,6
13.11,155.0,Anthony Dixon,RB,SF,75,15.1,123,180,11
13.11,155.2,Laurent Robinson,WR,LAR,216,16.8,111,180,9
13.11,155.4,Chris Chambers,WR,KC,29,17.4,110,179,10
13.12,156.4,Sam Bradford,QB,LAR,65,19.1,106,180,9
13.12,156.4,Marshawn Lynch,RB,SEA,50,19.4,106,180,6
13.12,156.5,Greg Camarillo,WR,MIN,54,16.8,112,179,7
14.01,157.0,Jason Campbell,QB,LV,36,12.2,128,178,6
14.01,157.3,Chicago Defense,DEF,CHI,68,14.6,119,180,11
14.01,157.3,Tashard Choice,RB,DAL,92,14.7,126,179,10
14.01,157.3,NY Giants Defense,DEF,NYG,110,13.2,123,180,11
14.02,157.9,Mike Thomas,WR,JAX,35,17.8,118,176,8
14.02,158.0,Davone Bess,WR,MIA,46,17.9,111,180,7
14.02,158.5,Matt Moore,QB,CAR,19,14.0,127,178,13
14.03,158.7,Correll Buckhalter,RB,DEN,30,19.0,109,180,5
14.03,159.0,Early Doucet,WR,ARI,33,16.8,115,179,8
14.03,159.1,David Garrard,QB,JAX,28,17.0,114,180,8
14.03,159.5,Kevin Walter,WR,HOU,43,15.9,118,180,8
14.04,160.5,James Jones,WR,GB,52,16.1,118,180,5
14.05,160.5,Mario Manningham,WR,NYG,67,15.5,120,180,11
14.05,160.9,Peyton Hillis,RB,CLE,40,13.5,128,179,9
14.05,160.9,Kyle Orton,QB,DEN,67,17.5,115,180,5
14.05,161.0,Tennessee Defense,DEF,TEN,62,11.7,136,180,4
14.05,161.1,Patrick Crayton,WR,LAC,21,12.8,134,180,6
14.05,161.2,Brian Westbrook,RB,SF,48,16.5,125,180,11
14.07,162.7,Ryan Longwell,PK,MIN,199,10.6,135,180,7
14.07,163.3,Matt Hasselbeck,QB,SEA,31,13.5,128,180,6
14.07,163.4,LA Chargers Defense,DEF,LAC,94,10.1,137,180,6
14.08,163.5,Lance Moore,WR,NO,26,18.1,116,180,6
14.08,163.6,Cincinnati Defense,DEF,CIN,196,11.1,134,180,9
14.09,164.9,Rob Bironas,PK,TEN,104,9.5,140,178,4
14.09,165.0,Miami Defense,DEF,MIA,66,13.8,128,180,7
14.11,166.8,David Akers,PK,PHI,293,10.3,140,180,9
14.12,168.0,Adam Vinatieri,PK,IND,111,10.8,139,180,7
15.02,169.7,Sebastian Janikowski,PK,LV,24,9.9,145,179,6
15.03,170.6,Robbie Gould,PK,CHI,28,6.6,153,180,11
15.03,170.9,Neil Rackers,PK,HOU,107,7.6,151,180,8
