ADP,Overall,Name,Position,Team,Times Drafted,Std. Dev,High,Low,Bye
7.04,76.4,Jameis Winston,QB,TB,208,8.0,57,96,13
7.04,76.4,Marcus Mariota,QB,TEN,263,8.0,55,96,4
7.06,77.8,Paul Perkins,RB,NYG,285,7.8,57,96,11
7.07,78.7,Willie Snead,WR,NO,143,8.1,57,100,6
7.07,79.0,Delanie Walker,TE,TEN,188,8.2,57,104,4
7.08,80.4,Frank Gore,RB,IND,335,7.5,60,100,7
7.09,81.0,Terrance West,RB,BAL,394,8.7,58,100,7
7.09,81.4,Cam Newton,QB,CAR,235,9.7,56,104,13
7.11,82.6,Pierre Garcon,WR,SF,422,8.8,59,102,11
7.12,84.3,Kirk Cousins,QB,WAS,201,7.2,67,104,8
8.03,86.5,DeSean Jackson,WR,TB,310,7.8,66,105,13
8.03,87.0,Danny Woodhead,RB,BAL,202,9.1,63,102,7
8.03,87.2,Thomas Rawls,RB,SEA,290,7.9,66,103,6
8.04,87.8,Zach Ertz,TE,PHI,217,11.0,62,124,9
8.04,88.1,Eric Decker,WR,TEN,260,8.9,64,110,4
8.05,89.2,Kyle Rudolph,TE,MIN,187,10.8,62,120,7
8.06,90.0,Eddie Lacy,RB,SEA,166,9.0,66,105,6
8.08,91.5,Jonathan Stewart,RB,CAR,194,9.3,67,106,13
8.10,93.6,Jeremy Maclin,WR,BAL,229,7.7,73,114,7
8.10,93.9,Jacquizz Rodgers,RB,TB,139,9.2,70,112,13
8.10,94.4,Randall Cobb,WR,GB,218,9.1,70,115,5
8.12,96.1,Tyrell Williams,WR,LAC,232,8.5,74,115,6
9.01,96.6,Andrew Luck,QB,IND,227,9.0,73,114,7
9.02,97.6,Chris Hogan,WR,NE,447,10.3,70,123,5
9.02,98.5,Denver Defense,DEF,DEN,114,13.5,63,115,5
9.03,99.3,Ben Roethlisberger,QB,PIT,272,10.1,73,121,4
9.04,99.6,Corey Coleman,WR,CLE,230,7.6,79,119,9
9.06,101.8,Philip Rivers,QB,LAC,271,9.5,77,123,6
9.06,102.3,Hunter Henry,TE,LAC,247,15.3,62,141,6
9.07,102.8,Jamaal Williams,RB,GB,111,7.8,82,126,5
9.08,103.7,Marvin Jones,WR,DET,206,10.1,77,123,5
9.10,105.6,Jeremy Hill,RB,CIN,176,10.2,79,132,9
9.12,108.1,John Brown,WR,ARI,227,8.1,86,127,8
9.12,108.2,Dak Prescott,QB,DAL,222,11.7,77,129,10
9.12,108.5,Samaje Perine,RB,WAS,131,10.2,81,141,8
10.01,108.8,Houston Defense,DEF,HOU,92,8.5,86,122,8
10.01,108.9,Donte Moncrief,WR,IND,164,8.0,88,127,7
10.03,111.0,Kansas City Defense,DEF,KC,131,12.5,78,130,10
10.04,112.2,Corey Davis,WR,TEN,182,7.8,91,131,4
10.06,113.6,Matthew Stafford,QB,DET,279,9.0,90,135,5
10.06,113.9,Theo Riddick,RB,DET,149,9.5,89,138,5
10.06,114.0,Duke Johnson,RB,CLE,185,11.1,85,150,9
10.07,115.2,Seattle Defense,DEF,SEA,174,7.5,95,128,6
10.07,115.3,Rex Burkhead,RB,NE,209,10.0,89,143,5
10.09,117.0,Adam Thielen,WR,MIN,209,8.3,95,136,7
10.09,117.4,Jamaal Charles,RB,DEN,260,10.7,89,143,5
10.11,118.7,Rishard Matthews,WR,TEN,154,11.7,88,143,4
11.01,121.3,Jordan Matthews,WR,BUF,110,9.5,96,139,11
11.02,121.7,New England Defense,DEF,NE,88,6.7,104,136,5
11.04,123.9,Ted Ginn Jr,WR,NO,233,10.0,98,143,6
11.04,124.1,Matt Forte,RB,NYJ,208,11.9,93,147,10
11.05,124.5,Jack Doyle,TE,IND,287,14.8,86,152,7
11.05,124.8,Cooper Kupp,WR,LAR,134,10.2,98,144,9
11.05,125.1,Andy Dalton,QB,CIN,205,8.5,103,141,9
11.06,125.9,Kenny Britt,WR,NE,90,10.9,97,142,5
11.07,127.5,Arizona Defense,DEF,ARI,105,7.9,107,149,8
11.08,128.5,Zay Jones,WR,BUF,143,8.9,105,145,11
11.09,128.9,Eli Manning,QB,NYG,164,8.5,106,148,11
11.09,129.3,Minnesota Defense,DEF,MIN,79,6.6,114,148,7
11.10,129.9,Latavius Murray,RB,MIN,199,11.1,101,152,7
11.11,130.8,Marlon Mack,RB,IND,229,10.7,103,158,7
11.12,132.3,Mike Wallace,WR,BAL,137,10.7,104,150,7
12.01,132.7,Carson Wentz,QB,PHI,156,8.9,110,151,9
12.04,136.1,NY Giants Defense,DEF,NYG,81,12.8,102,169,11
12.04,136.4,Kevin White,WR,CHI,147,9.7,111,156,11
12.05,137.2,Carson Palmer,QB,ARI,131,7.5,117,152,8
12.07,139.2,CJ Prosise,RB,SEA,137,12.5,106,168,6
12.07,139.4,Justin Tucker,PK,BAL,328,17.5,93,159,7
12.08,140.1,Eric Ebron,TE,DET,303,20.5,91,180,5
12.09,140.9,Sterling Shepard,WR,NYG,79,9.9,115,169,11
12.10,141.8,James White,RB,NE,230,16.2,99,173,5
12.11,143.1,Jonathan Williams,RB,NO,122,15.8,104,174,6
12.11,143.5,Kenny Golladay,WR,DET,82,10.3,116,168,5
12.11,143.5,Stephen Gostkowski,PK,NE,296,16.7,100,159,5
13.02,146.3,DeAndre Washington,RB,LV,165,16.5,103,175,6
13.02,146.4,Carolina Defense,DEF,CAR,113,12.3,121,175,13
13.03,147.2,O.J. Howard,TE,TB,163,20.7,93,178,13
13.04,148.1,Jason Witten,TE,DAL,111,25.3,82,180,10
13.04,148.2,Donta Foreman,RB,HOU,179,17.1,103,177,8
13.04,148.3,Robby Anderson,WR,NYJ,95,12.4,115,173,10
13.06,150.1,Taylor Gabriel,WR,ATL,85,12.5,117,173,10
13.06,150.4,Pittsburgh Defense,DEF,PIT,152,14.2,113,180,4
13.07,150.7,Austin Hooper,TE,ATL,185,20.0,98,180,10
13.07,150.9,Tyrod Taylor,QB,BUF,73,10.2,124,175,11
13.08,151.7,Wendell Smallwood,RB,PHI,239,16.2,109,180,9
13.08,152.2,Matt Bryant,PK,ATL,92,12.1,120,161,10
13.08,152.5,Chris Carson,RB,SEA,112,15.9,115,179,6
13.09,152.9,Charles Clay,TE,BUF,15,13.6,134,174,11
13.10,153.8,Danny Amendola,WR,NE,115,14.1,116,176,5
13.11,154.7,Cole Beasley,WR,DAL,93,14.6,116,178,10
13.11,155.0,Giovani Bernard,RB,CIN,28,23.6,93,180,9
13.11,155.1,Cameron Brate,TE,TB,28,21.7,108,180,13
13.12,155.8,Alvin Kamara,RB,NO,97,18.0,109,180,6
13.12,155.9,Kenny Stills,WR,MIA,15,20.4,102,178,7
13.12,156.1,Spencer Ware,RB,KC,15,17.5,131,178,10
13.12,156.5,Julius Thomas,TE,MIA,93,19.6,105,180,7
14.01,156.7,Jay Cutler,QB,MIA,104,12.3,124,180,7
14.01,157.3,Dan Bailey,PK,DAL,77,7.7,137,165,10
14.03,158.6,Charcandrick West,RB,KC,92,15.9,117,180,10
14.03,158.7,Wil Lutz,PK,NO,40,16.1,116,167,6
14.03,158.9,Josh Doctson,WR,WAS,43,13.2,124,180,8
14.04,160.0,Joe Williams,RB,SF,16,13.8,138,180,11
14.05,160.7,Mason Crosby,PK,GB,70,6.8,142,178,5
14.05,160.7,Alex Smith,QB,KC,15,13.1,143,179,10
14.05,160.9,Darren Sproles,RB,PHI,110,16.8,117,180,9
14.05,161.1,Deshaun Watson,QB,HOU,25,17.9,114,180,8
14.05,161.2,Coby Fleener,TE,NO,75,16.0,119,180,6
14.05,161.3,James Conner,RB,PIT,61,14.3,124,180,4
14.06,161.6,Dion Lewis,RB,NE,38,12.7,129,180,5
14.06,162.1,Antonio Gates,TE,LAC,25,20.2,109,179,6
14.06,162.4,Sam Bradford,QB,MIN,47,12.8,135,180,7
14.07,162.7,Tyler Lockett,WR,SEA,114,15.0,123,180,6
14.07,162.8,Torrey Smith,WR,PHI,22,16.1,128,179,9
14.07,162.8,Evan Engram,TE,NYG,43,14.3,125,180,11
14.07,162.9,Mohamed Sanu,WR,ATL,35,16.4,120,180,10
14.07,163.0,Philadelphia Defense,DEF,PHI,174,11.2,133,180,9
14.07,163.1,Atlanta Defense,DEF,ATL,69,9.9,137,180,10
14.07,163.2,Travis Benjamin,WR,LAC,16,10.4,144,180,6
14.07,163.2,Baltimore Defense,DEF,BAL,163,10.8,137,180,7
14.08,163.9,Kendall Wright,WR,CHI,40,11.6,136,180,11
14.08,163.9,John Ross,WR,CIN,48,12.1,135,180,9
14.10,165.8,LA Rams Defense,DEF,LAR,106,9.3,141,180,9
14.12,168.4,Sebastian Janikowski,PK,LV,61,6.4,156,180,6
15.01,168.8,Jacksonville Defense,DEF,JAX,36,8.5,151,180,8
15.01,168.8,Cairo Santos,PK,CHI,65,18.3,121,180,11
15.01,169.1,Buffalo Defense,DEF,BUF,22,9.4,149,180,11
15.01,169.4,Adam Vinatieri,PK,IND,62,7.2,150,180,7
15.01,169.5,Brandon McManus,PK,DEN,47,6.1,159,180,5
15.02,169.7,Blair Walsh,PK,SEA,52,6.6,152,180,6
15.03,170.9,Matt Prater,PK,DET,80,5.3,159,180,5
15.03,171.2,LA Chargers Defense,DEF,LAC,17,6.6,159,178,6
15.04,172.4,Chris Boswell,PK,PIT,62,4.9,163,180,4
15.05,172.7,Graham Gano,PK,CAR,32,5.6,159,180,13
15.06,173.9,Dustin Hopkins,PK,WAS,34,4.4,166,180,8
