ADP,Overall,Name,Position,Team,Times Drafted,Std. Dev,High,Low,Bye
3.11,35.1,Davante Adams,WR,GB,258,4.1,24,47,5
3.12,36.0,Emmanuel Sanders,WR,DEN,282,5.1,23,47,5
3.12,36.1,Doug Martin,RB,TB,318,4.7,23,52,13
3.12,36.3,Carlos Hyde,RB,SF,275,4.5,24,47,11
4.02,37.6,Arian Foster,RB,HOU,368,4.7,25,52,8
4.03,39.2,Andre Johnson,WR,IND,286,4.3,28,49,7
4.04,40.2,Melvin Gordon,RB,LAC,290,5.0,27,56,6
4.06,41.6,Chris Ivory,RB,NYJ,327,5.3,27,59,10
4.06,41.9,Jeremy Maclin,WR,KC,280,3.9,31,53,10
4.07,43.0,Amari Cooper,WR,LV,304,4.2,32,56,6
4.07,43.3,Peyton Manning,QB,DEN,195,11.6,13,70,5
4.08,44.0,Ameer Abdullah,RB,DET,292,6.0,28,58,5
4.09,45.2,Golden Tate,WR,DET,255,4.6,33,55,5
4.10,46.0,Jonathan Stewart,RB,CAR,326,6.4,29,61,13
4.11,47.5,Joseph Randle,RB,DAL,225,6.1,31,63,10
5.01,48.8,Jarvis Landry,WR,MIA,271,5.1,36,71,7
5.02,50.4,Brandon Marshall,WR,NYJ,252,7.2,31,67,10
5.03,50.8,Drew Brees,QB,NO,185,9.5,26,76,6
5.03,50.8,Andre Ellington,RB,ARI,328,6.5,33,66,8
5.03,51.0,Greg Olsen,TE,CAR,223,5.4,37,65,13
5.06,53.8,Keenan Allen,WR,LAC,320,6.4,37,70,6
5.07,54.9,Todd Gurley,RB,LAR,262,5.4,40,71,9
5.07,55.1,Julian Edelman,WR,NE,290,6.4,38,72,5
5.07,55.4,Travis Kelce,TE,KC,212,6.5,38,72,10
5.10,58.1,TJ Yeldon,RB,JAX,294,6.4,41,78,8
5.11,58.9,Nelson Agholor,WR,PHI,282,5.9,43,73,9
5.11,59.1,Ben Roethlisberger,QB,PIT,233,7.0,40,82,4
6.01,60.5,LeGarrette Blount,RB,NE,324,6.8,42,80,5
6.01,60.7,Sammy Watkins,WR,None,254,6.8,42,75,None
6.02,61.8,Russell Wilson,QB,SEA,214,8.5,39,82,6
6.02,62.3,Tom Brady,QB,NE,268,10.5,35,84,5
6.03,62.6,Allen Robinson,WR,JAX,290,5.9,47,81,8
6.05,64.7,C.J. Spiller,RB,NO,239,7.7,44,87,6
6.06,66.0,Martellus Bennett,TE,CHI,178,5.9,50,83,11
6.07,67.1,Martavis Bryant,WR,PIT,220,6.1,51,87,4
6.07,67.3,Rashad Jennings,RB,NYG,271,8.0,46,88,11
6.09,69.5,Charles Johnson,WR,MIN,229,6.5,52,88,7
6.11,71.0,DeSean Jackson,WR,WAS,228,7.1,52,92,8
7.01,73.0,Ryan Mathews,RB,PHI,204,9.3,48,94,9
7.01,73.4,John Brown,WR,ARI,291,7.0,55,90,8
7.02,74.3,Joique Bell,RB,DET,240,9.0,50,95,5
7.03,74.7,Vincent Jackson,WR,TB,229,7.7,54,92,13
7.03,75.4,Matt Ryan,QB,ATL,239,8.6,53,99,10
7.04,76.3,Jordan Cameron,TE,MIA,124,8.6,53,95,7
7.06,77.9,Tony Romo,QB,DAL,208,7.7,57,100,10
7.07,78.8,Steve Smith,WR,BAL,236,7.8,58,96,7
7.07,79.2,Alfred Blue,RB,HOU,192,8.5,57,95,8
7.08,79.8,Sam Bradford,QB,PHI,247,9.4,55,107,9
7.08,80.5,Darren McFadden,RB,DAL,177,9.9,54,97,10
7.11,82.7,Isaiah Crowell,RB,CLE,317,8.3,61,102,9
7.11,82.8,Giovani Bernard,RB,CIN,189,9.2,58,101,9
7.11,83.4,Owen Daniels,TE,DEN,116,10.4,56,116,5
7.12,83.6,Tevin Coleman,RB,ATL,274,7.8,63,102,10
7.12,84.0,Victor Cruz,WR,NYG,169,9.9,58,103,11
8.03,86.8,Mike Wallace,WR,MIN,219,8.5,64,106,7
8.04,87.8,Matthew Stafford,QB,DET,239,9.5,62,109,5
8.05,88.5,Jason Witten,TE,DAL,94,12.2,56,124,10
8.05,88.9,Larry Fitzgerald,WR,ARI,182,8.0,68,105,8
8.07,91.2,Tre Mason,RB,LAR,143,8.1,70,109,9
8.08,91.6,Ryan Tannehill,QB,MIA,255,9.2,67,117,7
8.08,92.0,Markus Wheaton,WR,PIT,180,8.5,69,118,4
8.09,92.9,Danny Woodhead,RB,LAC,147,7.8,72,109,6
8.10,94.2,Devin Funchess,WR,CAR,183,8.8,71,111,13
8.11,95.1,Tyler Eifert,TE,CIN,127,12.2,69,133,9
8.11,95.2,Shane Vereen,RB,NYG,124,9.7,70,115,11
8.12,95.7,Eddie Royal,WR,CHI,206,9.0,72,115,11
9.01,97.2,Seattle Defense,DEF,SEA,137,8.2,75,110,6
9.02,97.6,Terrance Williams,WR,DAL,190,9.4,73,117,10
9.02,98.3,Bishop Sankey,RB,TEN,142,10.3,71,119,4
9.03,99.1,Devonta Freeman,RB,ATL,141,10.2,72,129,10
9.06,102.3,Delanie Walker,TE,TEN,140,13.7,68,137,4
9.07,103.4,Eric Decker,WR,NYJ,168,9.3,79,124,10
9.07,103.4,Eli Manning,QB,NYG,243,10.5,76,126,11
9.10,106.3,Roddy White,WR,ATL,124,8.7,83,122,10
9.10,106.5,Steve Johnson,WR,LAC,180,9.1,82,132,6
9.11,106.6,Ronnie Hillman,RB,DEN,153,8.8,83,127,5
9.11,106.7,Brian Quick,WR,LAR,168,9.3,82,129,9
9.12,107.5,Houston Defense,DEF,HOU,100,8.5,85,123,8
10.01,109.0,Duke Johnson,RB,CLE,193,10.1,82,133,9
10.01,109.5,Anquan Boldin,WR,SF,124,10.9,81,137,11
10.02,109.9,Buffalo Defense,DEF,BUF,117,12.1,78,124,11
10.03,110.9,Kendall Wright,WR,TEN,141,12.0,79,128,4
10.03,111.4,Philip Rivers,QB,LAC,214,10.2,84,130,6
10.06,114.4,DeVante Parker,WR,MIA,183,9.2,90,133,7
10.07,115.0,Miami Defense,DEF,MIA,96,9.8,89,127,7
10.08,115.8,Cam Newton,QB,CAR,157,10.9,87,136,13
10.08,116.0,David Cobb,RB,TEN,83,12.6,83,141,4
10.09,116.8,Knile Davis,RB,KC,135,10.7,88,139,10
10.09,117.2,Kyle Rudolph,TE,MIN,217,15.3,77,148,7
11.01,120.6,Marques Colston,WR,NO,115,10.5,93,140,6
11.01,120.6,Pierre Garcon,WR,WAS,102,12.4,88,138,8
11.01,120.9,David Johnson,RB,ARI,128,11.2,91,144,8
11.01,121.3,Darren Sproles,RB,PHI,166,10.5,93,151,9
11.02,121.8,Teddy Bridgewater,QB,MIN,142,10.0,95,142,7
11.04,124.0,LA Rams Defense,DEF,LAR,68,5.8,111,138,9
11.04,124.2,Torrey Smith,WR,SF,89,13.3,89,146,11
11.04,124.3,DeAngelo Williams,RB,PIT,163,15.1,84,166,4
11.06,125.6,Michael Floyd,WR,ARI,104,12.6,92,149,8
11.06,126.1,Julius Thomas,TE,JAX,189,18.5,78,168,8
11.08,127.7,Zach Ertz,TE,PHI,196,18.3,86,174,9
11.09,129.0,Brandon LaFell,WR,NE,48,14.5,91,145,5
11.09,129.4,Brandon Coleman,WR,NO,117,9.6,104,159,6
11.10,129.5,Jonas Gray,RB,NE,49,12.3,97,152,5
11.10,129.9,Carson Palmer,QB,ARI,103,8.2,108,148,8
11.10,130.5,Matt Jones,RB,WAS,223,11.3,101,154,8
11.12,131.6,Philadelphia Defense,DEF,PHI,56,10.2,107,173,9
12.05,136.6,Dwayne Allen,TE,IND,222,17.6,90,177,7
12.05,136.9,Reggie Bush,RB,SF,134,17.7,90,176,11
12.07,138.6,Breshad Perriman,WR,BAL,64,9.8,121,167,7
12.07,139.2,NY Jets Defense,DEF,NYJ,83,14.7,115,180,10
12.08,140.1,Marvin Jones,WR,CIN,61,11.5,110,174,9
12.10,141.6,Arizona Defense,DEF,ARI,72,13.4,106,171,8
12.11,142.6,Ty Montgomery,WR,NO,58,11.8,116,171,6
12.11,142.8,Denver Defense,DEF,DEN,108,14.7,104,180,5
12.12,143.5,Joe Flacco,QB,BAL,61,10.9,120,170,7
12.12,144.0,Cameron Artis-Payne,RB,CAR,133,13.3,117,176,13
13.01,144.9,Stephen Gostkowski,PK,NE,249,12.3,113,159,5
13.01,145.3,Antonio Gates,TE,LAC,187,18.5,97,178,6
13.02,146.0,Michael Crabtree,WR,LV,80,14.6,108,179,6
13.02,146.2,Colin Kaepernick,QB,SF,70,15.8,105,175,11
13.02,146.3,Adam Vinatieri,PK,IND,92,17.8,99,160,7
13.03,146.7,Tyrod Taylor,QB,BUF,56,15.6,108,177,11
13.04,147.8,Josh Hill,TE,NO,38,29.8,70,179,6
13.04,148.1,Christine Michael,RB,SEA,97,19.3,98,180,6
13.04,148.2,Andre Williams,RB,NYG,118,17.6,102,178,11
13.04,148.2,Dorial Green-Beckham,WR,TEN,113,12.9,114,179,4
13.05,149.1,Jay Cutler,QB,CHI,52,12.4,128,179,11
13.06,149.6,Charles Sims,RB,TB,76,17.7,103,180,13
13.06,149.9,Vernon Davis,TE,SF,94,21.0,95,180,11
13.06,149.9,Percy Harvin,WR,None,55,19.8,98,178,None
13.07,150.8,Khiry Robinson,RB,NO,31,18.5,109,180,6
13.08,152.0,Tyler Lockett,WR,SEA,128,13.1,117,178,6
13.09,152.5,Fred Jackson,RB,None,48,18.3,112,180,None
13.09,152.8,Cody Parkey,PK,PHI,57,17.6,107,169,9
13.09,153.0,Richard Rodgers,TE,GB,84,25.5,86,180,5
13.10,153.5,Kansas City Defense,DEF,KC,79,11.5,123,180,10
13.10,153.5,Roy Helu,RB,LV,43,19.5,102,180,6
13.10,153.8,Jeff Janis,WR,GB,53,20.5,100,180,5
13.11,154.7,James Starks,RB,GB,58,23.4,93,180,5
13.11,154.8,Denard Robinson,RB,JAX,91,15.5,120,180,8
13.12,156.2,Steven Hauschka,PK,SEA,58,9.9,130,171,6
14.01,156.5,Rueben Randle,WR,NYG,58,18.4,108,180,11
14.01,156.7,Marcus Mariota,QB,TEN,44,18.1,109,179,4
14.01,156.8,Dan Bailey,PK,DAL,40,11.5,127,171,10
14.01,157.0,Carolina Defense,DEF,CAR,118,11.4,127,180,13
14.01,157.2,James Jones,WR,LV,36,21.5,101,179,6
14.01,157.4,Cody Latimer,WR,DEN,32,16.6,119,180,5
14.03,158.6,Phillip Dorsett,WR,IND,38,14.5,120,178,7
14.04,160.2,Mason Crosby,PK,GB,57,8.4,138,172,5
14.04,160.3,Allen Hurns,WR,JAX,40,13.7,132,180,8
14.07,163.3,Justin Tucker,PK,BAL,59,6.6,146,179,7
14.08,163.8,New England Defense,DEF,NE,97,15.4,123,180,5
14.09,164.8,Green Bay Defense,DEF,GB,39,14.2,127,180,5
14.10,165.7,Baltimore Defense,DEF,BAL,71,12.4,133,180,7
14.10,165.8,Matt Prater,PK,DET,57,23.1,105,180,5
14.10,166.4,Sebastian Janikowski,PK,LV,34,29.5,89,180,6
14.12,168.4,Minnesota Defense,DEF,MIN,42,8.7,145,180,7
15.02,169.7,Matt Bryant,PK,ATL,63,6.7,152,180,10
15.03,171.4,Brandon McManus,PK,DEN,62,6.6,154,180,5
15.06,173.7,Blair Walsh,PK,MIN,49,5.6,159,180,7
